#separator:Semicolon
#html:true
"Was kennzeichnet den ""Multi-token Prediction"" (MTP) Ansatz, wie er in DeepSeek-V3 verwendet wird?";"Zusätzliche Module werden während des Trainings darauf trainiert, mehrere aufeinanderfolgende Tokens vorherzusagen, die bei der Inferenz als eingebaute Spekulationskette dienen.<br><br>---<br><b>Erklärung:</b><br>Standard-Pretraining optimiert nur den Ein-Schritt-Ausblick, sodass nachträglich angefügte Drafts wie bei Medusa begrenzt bleiben. MTP fügt schon im Pretraining k sequentielle Module hinzu, wobei Modul k auf dem Hidden State von Modul k-1 konditioniert. So entsteht eine native autoregressive Draft-Kette mit hoher Akzeptanzrate, ganz ohne Hilfsmodell."
"Wie erreicht ein ""Mixture-of-Experts"" (MoE) Modell eine höhere Kapazität bei gleichbleibenden Inferenzkosten?";"Es besitzt zwar sehr viele Parameter, aber ein Router aktiviert pro Token nur eine kleine Teilmenge (Top-k) der verfügbaren Experten-Netzwerke.<br><br>---<br><b>Erklärung:</b><br>Statt einer dichten FFN-Schicht stehen N parallele kleine Experten-Netzwerke bereit. Ein Router (meist eine kleine Linear-Schicht mit Softmax) wählt pro Token die Top-k Experten aus, nur diese werden ausgeführt. Die Gesamtparameter wachsen mit N, der Compute pro Token bleibt aber etwa konstant. Auxiliary Loss und Routing-Bias sorgen für eine gleichmäßige Auslastung der Experten."
"Was ist der Unterschied zwischen ""Mixture-of-Experts"" (Breite) und ""Mixture-of-Depths"" (Tiefe)?";"MoE wählt zwischen spezialisierten Netzwerken innerhalb einer Schicht, während MoD entscheidet, ob ein Token eine Schicht verarbeitet oder diese komplett überspringt.<br><br>---<br><b>Erklärung:</b><br>MoE wirkt in der Breite einer Schicht: Der Router wählt die passenden Experten, die das Token bearbeiten sollen. MoD wirkt in der Tiefe: Pro Schicht wird ein Router angelernt, der nur die Top-k Tokens hineinlässt, während die restlichen Tokens via Residual Connection an der Schicht vorbeigeleitet werden. Beide Ansätze sind also komplementär."
"Wie funktioniert das ""Early Exit""-Prinzip beim adaptiven Rechnen?";"Ein Token verlässt den Transformer-Stack vorzeitig, sobald eine Schicht eine ausreichende Konfidenz für die Vorhersage erreicht hat.<br><br>---<br><b>Erklärung:</b><br>Nicht alle Tokens sind für das Modell gleich schwer; ein Komma braucht weniger Schichten als ein komplexer Reasoning-Schritt. Beim Early Exit prüft jede Schicht ein Konfidenzkriterium und überspringt die restlichen Schichten, sobald dieses überschritten ist. So fließt mehr Rechenleistung in schwierige Tokens, weniger in einfache."
"Warum ist der Datentransfer zwischen GPU HBM und SRAM ein kritischer Flaschenhals?";"Die Bandbreite des HBM (ca. 3 TB/s) ist um Größenordnungen langsamer als die des chipinternen SRAM (ca. 19 TB/s).<br><br>---<br><b>Erklärung:</b><br>Die Recheneinheiten (Streaming Multiprocessors) arbeiten direkt auf SRAM mit hoher Bandbreite, müssen ihre Daten aber aus dem HBM holen. Während ein Byte aus dem HBM gelesen wird, könnten die Cores etwa 300 FLOPs ausführen. Für bandbreitengebundene Aufgaben wie Decoding sitzen die Cores daher die meiste Zeit im Leerlauf, weshalb HBM-Transfers minimiert werden müssen."
"Was beschreibt der Begriff ""Dequantisierung"" im Kontext von GPU-Kernels?";"Das Zurückführen von quantisierten Werten (z. B. INT4) in ein Gleitkommaformat (z. B. FP16) unmittelbar vor der Berechnung im Rechenkern.<br><br>---<br><b>Erklärung:</b><br>Kernels erwarten meist ein bestimmtes Gleitkommaformat für ihre Recheneinheiten. Quantisierte Gewichte werden komprimiert geladen, im Kernel aber direkt vor der Multiplikation in FP16 oder ähnliches zurückkonvertiert. Da die Dequantisierung in den Kernel eingebettet ist, muss er die algorithmusspezifischen Parameter und das Speicherlayout kennen, was zu unterschiedlichen Dateiformaten und Hardwareabhängigkeiten führt."
"Warum ist das Laden des KV-Caches bei langen Sequenzen oft zeitkritischer als das Laden der Modellgewichte?";"Während die Gewichte bei jedem Schritt gleich bleiben, wächst der KV-Cache linear mit der Sequenzlänge und belegt zunehmend mehr Speicherbandbreite.<br><br>---<br><b>Erklärung:</b><br>Die Modellgewichte sind eine konstante Größe, während sich der KV-Cache mit jedem zusätzlichen Token vergrößert. Bei langen Kontexten überholt sein Volumen schnell die Größe der Gewichte, sodass beim Decoding das Laden des Caches die Bandbreite dominiert. Daher zielen viele Optimierungen wie MQA, GQA, MLA und PagedAttention direkt auf die Verkleinerung oder bessere Verwaltung des KV-Caches."
"Welche mathematische Eigenschaft der Softmax-Funktion ermöglicht das ""Tiling"" in FlashAttention?";"Die Zerlegbarkeit der Exponentialfunktion, die es erlaubt, Maxima schrittweise über Teilblöcke zu aktualisieren (\(\exp(s - m_{new}) = \exp(s - m_{old}) \cdot \exp(m_{old} - m_{new})\)).<br><br>---<br><b>Erklärung:</b><br>Softmax ist verschiebungsinvariant: Subtrahiert man vom Logit das aktuelle Maximum, ändert sich das Ergebnis nicht, aber die numerische Stabilität verbessert sich. Diese Identität erlaubt es, beim Verarbeiten neuer Blöcke das alte Maximum auf das neue umzunormieren, indem man die bisherigen Werte mit \(\exp(m_{old} - m_{new})\) skaliert. So lassen sich Softmax-Summen und Outputs blockweise online aktualisieren, ohne die ganze Zeile gleichzeitig im Speicher zu halten."
"Wie beeinflusst Batching die Ausnutzung der Speicherbandbreite?";"Es erhöht die Wiederverwendung geladener Gewichte für mehrere Datenpunkte gleichzeitig, was die Arithmetic Intensity des gesamten Systems steigert.<br><br>---<br><b>Erklärung:</b><br>Wird ein Modellgewicht einmal aus dem HBM geladen, kann es theoretisch beliebig oft im SRAM weiterverwendet werden. Beim Batching werden mehrere Eingaben parallel durch dieselben Gewichte geschoben, sodass pro geladenem Byte mehr Berechnungen anfallen. So bewegt sich das System auf der Roofline-Kurve nach rechts und nutzt die Recheneinheiten besser aus, anstatt auf den Speichertransfer zu warten."
"Was ist der Vorteil von ""LayerSkip"" während der Inferenz?";"Berechnungen mit reduzierter Tiefe können als schnelle Entwürfe (Drafts) für eine parallele Spekulationsprüfung durch das volle Modell genutzt werden.<br><br>---<br><b>Erklärung:</b><br>LayerSkip wird mit zufälligem Layer-Dropout trainiert, wodurch das Modell auch bei reduzierter Tiefe sinnvolle Vorhersagen liefert. Ein partieller Forward-Pass durch nur einen Teil der Schichten erzeugt damit einen schnellen Draft. Das volle Modell verifiziert anschließend mehrere dieser Drafts parallel, ähnlich wie beim Speculative Decoding, ohne ein eigenes Hilfsmodell zu benötigen."
"Welchen Kompromiss geht man mit ""Multi-Query Attention"" (MQA) ein?";"Man gewinnt massive Einsparungen beim KV-Cache und der Bandbreite, verliert jedoch an Modellqualität im Vergleich zur Standard-Attention.<br><br>---<br><b>Erklärung:</b><br>Indem alle h Query-Köpfe dasselbe einzelne K und V teilen, verkleinert MQA den KV-Cache um den Faktor h, was die Bandbreitenkosten beim Decoding deutlich senkt. Allerdings geht damit die Spezialisierung der Köpfe verloren, was zu einer messbaren Qualitätsminderung gegenüber MHA führt. Genau dieser Kompromiss motivierte die Entwicklung von GQA als Mittelweg."
"Was versteht man unter ""Conditional Compute"" bei LLMs?";"Verfahren, bei denen die tatsächlich ausgeführte Rechenmenge dynamisch in Abhängigkeit von der Komplexität des jeweiligen Eingabetokens variiert.<br><br>---<br><b>Erklärung:</b><br>Conditional Compute spart Arbeit, nicht Speicher: Statt jeden Token gleich aufwendig zu verarbeiten, wird der Rechenpfad pro Token gewählt. MoE entscheidet auf Breitenebene, welche Experten aktiv sind, MoD auf Tiefenebene, welche Schichten betreten werden, und Early Exit verlässt den Stack vorzeitig. Einfache Tokens bekommen so weniger Compute, schwierige mehr."
"Warum ist die Optimierung des KV-Caches für das Servieren von LLMs in der Cloud so wichtig?";"Ein kleinerer KV-Cache pro Nutzer ermöglicht es, deutlich mehr parallele Anfragen auf derselben Hardware zu verarbeiten (höherer Durchsatz).<br><br>---<br><b>Erklärung:</b><br>Der KV-Cache ist nutzerspezifisch und wächst mit der Sequenzlänge, während die Modellgewichte einmal geladen unter allen Anfragen geteilt werden können. Da der GPU-Speicher begrenzt ist, bestimmt die Cache-Größe pro Anfrage direkt, wie viele Sessions parallel laufen können. Verfahren wie MQA, GQA, MLA und PagedAttention zielen daher gezielt darauf, mehr zahlende Nutzer pro GPU bedienen zu können."
